2017-11-04,A
2017-11-04,AAL
2017-11-04,AAP
2017-11-04,AAPL
2017-11-04,ABBV
2017-11-04,ABC
2017-11-04,ABT
2017-11-04,ACN
2017-11-04,ADBE
2017-11-04,ADI
2017-11-04,ADM
2017-11-04,ADP
2017-11-04,ADS
2017-11-04,ADSK
2017-11-04,AEE
2017-11-04,AEP
2017-11-04,AES
2017-11-04,AET
2017-11-04,AFL
2017-11-04,AGN
2017-11-04,AIG
2017-11-04,AIV
2017-11-04,AIZ
2017-11-04,AJG
2017-11-04,AKAM
2017-11-04,ALB
2017-11-04,ALGN
2017-11-04,ALK
2017-11-04,ALL
2017-11-04,ALLE
2017-11-04,ALXN
2017-11-04,AMAT
2017-11-04,AMD
2017-11-04,AME
2017-11-04,AMG
2017-11-04,AMGN
2017-11-04,AMP
2017-11-04,AMT
2017-11-04,AMZN
2017-11-04,ANDV
2017-11-04,ANSS
2017-11-04,ANTM
2017-11-04,AON
2017-11-04,AOS
2017-11-04,APA
2017-11-04,APC
2017-11-04,APD
2017-11-04,APH
2017-11-04,ARE
2017-11-04,ARNC
2017-11-04,ATVI
2017-11-04,AVB
2017-11-04,AVGO
2017-11-04,AVY
2017-11-04,AWK
2017-11-04,AXP
2017-11-04,AYI
2017-11-04,AZO
2017-11-04,BA
2017-11-04,BAC
2017-11-04,BAX
2017-11-04,BBT
2017-11-04,BBY
2017-11-04,BCR
2017-11-04,BDX
2017-11-04,BEN
2017-11-04,BF-B
2017-11-04,BHF
2017-11-04,BHGE
2017-11-04,BIIB
2017-11-04,BK
2017-11-04,BLK
2017-11-04,BLL
2017-11-04,BMY
2017-11-04,BRK-B
2017-11-04,BSX
2017-11-04,BWA
2017-11-04,BXP
2017-11-04,C
2017-11-04,CA
2017-11-04,CAG
2017-11-04,CAH
2017-11-04,CAT
2017-11-04,CB
2017-11-04,CBG
2017-11-04,CBOE
2017-11-04,CBS
2017-11-04,CCI
2017-11-04,CCL
2017-11-04,CDNS
2017-11-04,CELG
2017-11-04,CERN
2017-11-04,CF
2017-11-04,CFG
2017-11-04,CHD
2017-11-04,CHK
2017-11-04,CHRW
2017-11-04,CHTR
2017-11-04,CI
2017-11-04,CINF
2017-11-04,CL
2017-11-04,CLX
2017-11-04,CMA
2017-11-04,CMCSA
2017-11-04,CME
2017-11-04,CMG
2017-11-04,CMI
2017-11-04,CMS
2017-11-04,CNC
2017-11-04,CNP
2017-11-04,COF
2017-11-04,COG
2017-11-04,COL
2017-11-04,COO
2017-11-04,COP
2017-11-04,COST
2017-11-04,COTY
2017-11-04,CPB
2017-11-04,CRM
2017-11-04,CSCO
2017-11-04,CSRA
2017-11-04,CSX
2017-11-04,CTAS
2017-11-04,CTL
2017-11-04,CTSH
2017-11-04,CTXS
2017-11-04,CVS
2017-11-04,CVX
2017-11-04,CXO
2017-11-04,D
2017-11-04,DAL
2017-11-04,DD
2017-11-04,DE
2017-11-04,DFS
2017-11-04,DG
2017-11-04,DGX
2017-11-04,DHI
2017-11-04,DHR
2017-11-04,DIS
2017-11-04,DISCA
2017-11-04,DISCK
2017-11-04,DISH
2017-11-04,DLPH
2017-11-04,DLR
2017-11-04,DLTR
2017-11-04,DOV
2017-11-04,DPS
2017-11-04,DRE
2017-11-04,DRI
2017-11-04,DTE
2017-11-04,DUK
2017-11-04,DVA
2017-11-04,DVN
2017-11-04,DWDP
2017-11-04,DXC
2017-11-04,EA
2017-11-04,EBAY
2017-11-04,ECL
2017-11-04,ED
2017-11-04,EFX
2017-11-04,EIX
2017-11-04,EL
2017-11-04,EMN
2017-11-04,EMR
2017-11-04,EOG
2017-11-04,EQIX
2017-11-04,EQR
2017-11-04,EQT
2017-11-04,ES
2017-11-04,ESRX
2017-11-04,ESS
2017-11-04,ETFC
2017-11-04,ETN
2017-11-04,ETR
2017-11-04,EVHC
2017-11-04,EW
2017-11-04,EXC
2017-11-04,EXPD
2017-11-04,EXPE
2017-11-04,EXR
2017-11-04,F
2017-11-04,FAST
2017-11-04,FB
2017-11-04,FBHS
2017-11-04,FCX
2017-11-04,FDX
2017-11-04,FE
2017-11-04,FFIV
2017-11-04,FIS
2017-11-04,FISV
2017-11-04,FITB
2017-11-04,FL
2017-11-04,FLIR
2017-11-04,FLR
2017-11-04,FLS
2017-11-04,FMC
2017-11-04,FOX
2017-11-04,FOXA
2017-11-04,FRT
2017-11-04,FTI
2017-11-04,FTV
2017-11-04,GD
2017-11-04,GE
2017-11-04,GGP
2017-11-04,GILD
2017-11-04,GIS
2017-11-04,GLW
2017-11-04,GM
2017-11-04,GOOG
2017-11-04,GOOGL
2017-11-04,GPC
2017-11-04,GPN
2017-11-04,GPS
2017-11-04,GRMN
2017-11-04,GS
2017-11-04,GT
2017-11-04,GWW
2017-11-04,HAL
2017-11-04,HAS
2017-11-04,HBAN
2017-11-04,HBI
2017-11-04,HCA
2017-11-04,HCN
2017-11-04,HCP
2017-11-04,HD
2017-11-04,HES
2017-11-04,HIG
2017-11-04,HLT
2017-11-04,HOG
2017-11-04,HOLX
2017-11-04,HON
2017-11-04,HP
2017-11-04,HPE
2017-11-04,HPQ
2017-11-04,HRB
2017-11-04,HRL
2017-11-04,HRS
2017-11-04,HSIC
2017-11-04,HST
2017-11-04,HSY
2017-11-04,HUM
2017-11-04,IBM
2017-11-04,ICE
2017-11-04,IDXX
2017-11-04,IFF
2017-11-04,ILMN
2017-11-04,INCY
2017-11-04,INFO
2017-11-04,INTC
2017-11-04,INTU
2017-11-04,IP
2017-11-04,IPG
2017-11-04,IR
2017-11-04,IRM
2017-11-04,ISRG
2017-11-04,IT
2017-11-04,ITW
2017-11-04,IVZ
2017-11-04,JBHT
2017-11-04,JCI
2017-11-04,JEC
2017-11-04,JNJ
2017-11-04,JNPR
2017-11-04,JPM
2017-11-04,JWN
2017-11-04,K
2017-11-04,KEY
2017-11-04,KHC
