2016-08-25,MRK,62.73,14.16%,47.97,64.00,3.53%,34.41,16.34,2.66,4.46,4.06,173.46B,11.21B,15.4736842105,12.86,"Merck &amp; Co., Inc. (MRK)"
2016-08-25,MSFT,57.95,32.00%,41.66,58.50,2.60%,27.60,18.00,2.34,5.29,6.28,451.58B,33.32B,13.5528211285,14.45,Microsoft Corporation (MSFT)
2016-08-25,NKE,60.22,6.94%,51.48,68.19,1.19%,27.88,21.82,1.78,3.09,8.18,101.04B,3.10B,32.5935483871,18.91,"NIKE, Inc. (NKE)"
2016-08-25,PFE,34.82,4.69%,28.25,37.39,3.42%,30.87,13.14,2.11,4.07,3.39,211.21B,14.97B,14.1088844355,11.81,Pfizer Inc. (PFE)
2016-08-25,PG,87.31,22.15%,67.33,87.57,3.15%,23.64,20.79,3.32,3.57,4.14,233.01B,15.44B,15.0913212435,14.43,The Procter &amp; Gamble Company (PG)
2016-08-25,TRV,117.11,15.49%,97.18,119.30,2.33%,11.27,11.89,2.74,1.25,1.36,33.76B,3.85B,8.76883116883,6.56,"The Travelers Companies, Inc. (TRV)"
2016-08-25,UNH,139.87,18.77%,107.51,144.48,1.37%,21.89,15.44,1.20,0.77,3.71,133.21B,10.31B,12.9204655674,11.80,UnitedHealth Group Incorporated (UNH)
2016-08-25,UTX,107.96,15.75%,83.39,109.83,2.31%,12.73,15.67,1.99,1.60,3.11,90.35B,3.59B,25.1671309192,10.43,United Technologies Corporation (UTX)
2016-08-25,V,80.29,10.90%,66.12,81.76,0.67%,34.12,24.18,1.79,13.25,7.04,189.55B,4.86B,39.0020576132,20.04,Visa Inc. (V)
2016-08-25,VZ,52.53,13.73%,42.20,56.95,4.52%,14.84,13.03,4.15,1.65,11.15,214.13B,32.85B,6.51841704718,6.79,Verizon Communications Inc. (VZ)
2016-08-25,WMT,72.23,9.31%,56.30,75.19,2.50%,15.55,16.12,5.07,0.46,2.92,225.12B,32.22B,6.98696461825,7.89,Wal-Mart Stores Inc. (WMT)
2016-08-25,XOM,88.02,17.60%,71.51,95.55,2.79%,34.96,20.14,1.91,1.77,2.13,364.99B,22.88B,15.9523601399,16.23,Exxon Mobil Corporation (XOM)
2016-08-26,AAPL,107.57,-5.05%,89.47,123.82,N/A,12.54,12.07,1.66,2.64,4.60,579.63B,63.17B,9.17571632104,8.14,Apple Inc. (AAPL)
2016-08-26,AXP,65.00,-15.20%,50.27,78.40,1.32%,11.50,11.73,1.53,1.95,2.91,60.05B,9.88B,6.07793522267,N/A,American Express Company (AXP)
2016-08-26,BA,132.98,-0.20%,102.10,150.59,2.25%,23.94,13.79,1.89,0.86,142.56,82.96B,10.44B,7.94636015326,10.77,The Boeing Company (BA)
2016-08-26,CAT,82.84,9.07%,56.36,84.73,2.73%,55.23,23.27,2.29,1.16,3.19,48.40B,6.12B,7.90849673203,14.45,Caterpillar Inc. (CAT)
