2017-09-09,A
2017-09-09,AAL
2017-09-09,AAP
2017-09-09,AAPL
2017-09-09,ABBV
2017-09-09,ABC
2017-09-09,ABT
2017-09-09,ACN
2017-09-09,ADBE
2017-09-09,ADI
2017-09-09,ADM
2017-09-09,ADP
2017-09-09,ADS
2017-09-09,ADSK
2017-09-09,AEE
2017-09-09,AEP
2017-09-09,AES
2017-09-09,AET
2017-09-09,AFL
2017-09-09,AGN
2017-09-09,AIG
2017-09-09,AIV
2017-09-09,AIZ
2017-09-09,AJG
2017-09-09,AKAM
2017-09-09,ALB
2017-09-09,ALGN
2017-09-09,ALK
2017-09-09,ALL
2017-09-09,ALLE
2017-09-09,ALXN
2017-09-09,AMAT
2017-09-09,AMD
2017-09-09,AME
2017-09-09,AMG
2017-09-09,AMGN
2017-09-09,AMP
2017-09-09,AMT
2017-09-09,AMZN
2017-09-09,ANDV
2017-09-09,ANSS
2017-09-09,ANTM
2017-09-09,AON
2017-09-09,AOS
2017-09-09,APA
2017-09-09,APC
2017-09-09,APD
2017-09-09,APH
2017-09-09,ARE
2017-09-09,ARNC
2017-09-09,ATVI
2017-09-09,AVB
2017-09-09,AVGO
2017-09-09,AVY
2017-09-09,AWK
2017-09-09,AXP
2017-09-09,AYI
2017-09-09,AZO
2017-09-09,BA
2017-09-09,BAC
2017-09-09,BAX
2017-09-09,BBT
2017-09-09,BBY
2017-09-09,BCR
2017-09-09,BDX
2017-09-09,BEN
2017-09-09,BF-B
2017-09-09,BHF
2017-09-09,BHGE
2017-09-09,BIIB
2017-09-09,BK
2017-09-09,BLK
2017-09-09,BLL
2017-09-09,BMY
2017-09-09,BRK-B
2017-09-09,BSX
2017-09-09,BWA
2017-09-09,BXP
2017-09-09,C
2017-09-09,CA
2017-09-09,CAG
2017-09-09,CAH
2017-09-09,CAT
2017-09-09,CB
2017-09-09,CBG
2017-09-09,CBOE
2017-09-09,CBS
2017-09-09,CCI
2017-09-09,CCL
2017-09-09,CELG
2017-09-09,CERN
2017-09-09,CF
2017-09-09,CFG
2017-09-09,CHD
2017-09-09,CHK
2017-09-09,CHRW
2017-09-09,CHTR
2017-09-09,CI
2017-09-09,CINF
2017-09-09,CL
2017-09-09,CLX
2017-09-09,CMA
2017-09-09,CMCSA
2017-09-09,CME
2017-09-09,CMG
2017-09-09,CMI
2017-09-09,CMS
2017-09-09,CNC
2017-09-09,CNP
2017-09-09,COF
2017-09-09,COG
2017-09-09,COH
2017-09-09,COL
2017-09-09,COO
2017-09-09,COP
2017-09-09,COST
2017-09-09,COTY
2017-09-09,CPB
2017-09-09,CRM
2017-09-09,CSCO
2017-09-09,CSRA
2017-09-09,CSX
2017-09-09,CTAS
2017-09-09,CTL
2017-09-09,CTSH
2017-09-09,CTXS
2017-09-09,CVS
2017-09-09,CVX
2017-09-09,CXO
2017-09-09,D
2017-09-09,DAL
2017-09-09,DE
2017-09-09,DFS
2017-09-09,DG
2017-09-09,DGX
2017-09-09,DHI
2017-09-09,DHR
2017-09-09,DIS
2017-09-09,DISCA
2017-09-09,DISCK
2017-09-09,DISH
2017-09-09,DLPH
2017-09-09,DLR
2017-09-09,DLTR
2017-09-09,DOV
2017-09-09,DPS
2017-09-09,DRE
2017-09-09,DRI
2017-09-09,DTE
2017-09-09,DUK
2017-09-09,DVA
2017-09-09,DVN
2017-09-09,DWDP
2017-09-09,DXC
2017-09-09,EA
2017-09-09,EBAY
2017-09-09,ECL
2017-09-09,ED
2017-09-09,EFX
2017-09-09,EIX
2017-09-09,EL
2017-09-09,EMN
2017-09-09,EMR
2017-09-09,EOG
2017-09-09,EQIX
2017-09-09,EQR
2017-09-09,EQT
2017-09-09,ES
2017-09-09,ESRX
2017-09-09,ESS
2017-09-09,ETFC
2017-09-09,ETN
2017-09-09,ETR
2017-09-09,EVHC
2017-09-09,EW
2017-09-09,EXC
2017-09-09,EXPD
2017-09-09,EXPE
2017-09-09,EXR
2017-09-09,F
2017-09-09,FAST
2017-09-09,FB
2017-09-09,FBHS
2017-09-09,FCX
2017-09-09,FDX
2017-09-09,FE
2017-09-09,FFIV
2017-09-09,FIS
2017-09-09,FISV
2017-09-09,FITB
2017-09-09,FL
2017-09-09,FLIR
2017-09-09,FLR
2017-09-09,FLS
2017-09-09,FMC
2017-09-09,FOX
2017-09-09,FOXA
2017-09-09,FRT
2017-09-09,FTI
2017-09-09,FTV
2017-09-09,GD
2017-09-09,GE
2017-09-09,GGP
2017-09-09,GILD
2017-09-09,GIS
2017-09-09,GLW
2017-09-09,GM
2017-09-09,GOOG
2017-09-09,GOOGL
2017-09-09,GPC
2017-09-09,GPN
2017-09-09,GPS
2017-09-09,GRMN
2017-09-09,GS
2017-09-09,GT
2017-09-09,GWW
2017-09-09,HAL
2017-09-09,HAS
2017-09-09,HBAN
2017-09-09,HBI
2017-09-09,HCA
2017-09-09,HCN
2017-09-09,HCP
2017-09-09,HD
2017-09-09,HES
2017-09-09,HIG
2017-09-09,HLT
2017-09-09,HOG
2017-09-09,HOLX
2017-09-09,HON
2017-09-09,HP
2017-09-09,HPE
2017-09-09,HPQ
2017-09-09,HRB
2017-09-09,HRL
2017-09-09,HRS
2017-09-09,HSIC
2017-09-09,HST
2017-09-09,HSY
2017-09-09,HUM
2017-09-09,IBM
2017-09-09,ICE
2017-09-09,IDXX
2017-09-09,IFF
2017-09-09,ILMN
2017-09-09,INCY
2017-09-09,INFO
2017-09-09,INTC
2017-09-09,INTU
2017-09-09,IP
2017-09-09,IPG
2017-09-09,IR
2017-09-09,IRM
2017-09-09,ISRG
2017-09-09,IT
2017-09-09,ITW
2017-09-09,IVZ
2017-09-09,JBHT
2017-09-09,JCI
2017-09-09,JEC
2017-09-09,JNJ
2017-09-09,JNPR
2017-09-09,JPM
2017-09-09,JWN
2017-09-09,K
2017-09-09,KEY
2017-09-09,KHC
2017-09-09,KIM
2017-09-09,KLAC
2017-09-09,KMB
2017-09-09,KMI
2017-09-09,KMX
2017-09-09,KO
2017-09-09,KORS
2017-09-09,KR
2017-09-09,KSS
2017-09-09,KSU
2017-09-09,L
2017-09-09,LB
2017-09-09,LEG
2017-09-09,LEN
2017-09-09,LH
2017-09-09,LKQ
2017-09-09,LLL
2017-09-09,LLY
2017-09-09,LMT
2017-09-09,LNC
2017-09-09,LNT
2017-09-09,LOW
2017-09-09,LRCX
2017-09-09,LUK
2017-09-09,LUV
2017-09-09,LVLT
2017-09-09,LYB
2017-09-09,M
2017-09-09,MA
2017-09-09,MAA
2017-09-09,MAC
2017-09-09,MAR
2017-09-09,MAS
2017-09-09,MAT
2017-09-09,MCD
2017-09-09,MCHP
2017-09-09,MCK
2017-09-09,MCO
2017-09-09,MDLZ
2017-09-09,MDT
2017-09-09,MET
2017-09-09,MGM
2017-09-09,MHK
2017-09-09,MKC
2017-09-09,MLM
2017-09-09,MMC
2017-09-09,MMM
2017-09-09,MNST
2017-09-09,MO
2017-09-09,MON
2017-09-09,MOS
2017-09-09,MPC
2017-09-09,MRK
2017-09-09,MRO
2017-09-09,MS
2017-09-09,MSFT
2017-09-09,MSI
2017-09-09,MTB
2017-09-09,MTD
2017-09-09,MU
2017-09-09,MYL
2017-09-09,NAVI
2017-09-09,NBL
2017-09-09,NDAQ
2017-09-09,NEE
2017-09-09,NEM
2017-09-09,NFLX
2017-09-09,NFX
2017-09-09,NI
2017-09-09,NKE
2017-09-09,NLSN
2017-09-09,NOC
2017-09-09,NOV
2017-09-09,NRG
2017-09-09,NSC
2017-09-09,NTAP
2017-09-09,NTRS
2017-09-09,NUE
2017-09-09,NVDA
2017-09-09,NWL
2017-09-09,NWS
2017-09-09,NWSA
2017-09-09,O
2017-09-09,OKE
2017-09-09,OMC
2017-09-09,ORCL
2017-09-09,ORLY
2017-09-09,OXY
2017-09-09,PAYX
2017-09-09,PBCT
2017-09-09,PCAR
2017-09-09,PCG
2017-09-09,PCLN
2017-09-09,PDCO
2017-09-09,PEG
2017-09-09,PEP
2017-09-09,PFE
2017-09-09,PFG
2017-09-09,PG
2017-09-09,PGR
2017-09-09,PH
2017-09-09,PHM
2017-09-09,PKG
2017-09-09,PKI
2017-09-09,PLD
2017-09-09,PM
2017-09-09,PNC
2017-09-09,PNR
2017-09-09,PNW
